"F,ED5-8,Y25-64,PC,TR"	18.4	22.6	20.5
"F,ED5-8,Y25-64,PC,TR1"	24.3	25	24.7
"F,ED5-8,Y25-64,PC,TR10"	24.3	25	24.7
"F,ED5-8,Y25-64,PC,TR2"	18.3	22.4	20.4
"F,ED5-8,Y25-64,PC,TR21"	17.6	20.7	19.2
"F,ED5-8,Y25-64,PC,TR22"	19.1	24.3	21.6
"F,ED5-8,Y25-64,PC,TR3"	19.7	22.5	21.1
"F,ED5-8,Y25-64,PC,TR31"	24.3	25.6	25
"F,ED5-8,Y25-64,PC,TR32"	18.8	22.1	20.5
"F,ED5-8,Y25-64,PC,TR33"	14	18.3	16.1
"F,ED5-8,Y25-64,PC,TR4"	17.4	22.6	20
"F,ED5-8,Y25-64,PC,TR41"	18.4	23.7	21
"F,ED5-8,Y25-64,PC,TR42"	16.4	21.4	18.9
"F,ED5-8,Y25-64,PC,TR5"	24.8	29.6	27.2
"F,ED5-8,Y25-64,PC,TR51"	29.5	33.3	31.4
"F,ED5-8,Y25-64,PC,TR52"	12.9	20.1	16.4
"F,ED5-8,Y25-64,PC,TR6"	16.4	21.2	18.8
"F,ED5-8,Y25-64,PC,TR61"	21.4	24.1	22.8
"F,ED5-8,Y25-64,PC,TR62"	15.8	20.5	18.1
"F,ED5-8,Y25-64,PC,TR63"	11.8	19	15.3
"F,ED5-8,Y25-64,PC,TR7"	13.1	19.9	16.5
"F,ED5-8,Y25-64,PC,TR71"	12.7	18.8	15.7
"F,ED5-8,Y25-64,PC,TR72"	13.4	20.5	17
"F,ED5-8,Y25-64,PC,TR8"	13.9	18.8	16.3
"F,ED5-8,Y25-64,PC,TR81"	15.1	20.1	17.6
"F,ED5-8,Y25-64,PC,TR82"	14.6	18.2	16.4
"F,ED5-8,Y25-64,PC,TR83"	13.2	18.5	15.8
"F,ED5-8,Y25-64,PC,TR9"	15.4	20.4	17.9
"F,ED5-8,Y25-64,PC,TR90"	15.4	20.4	17.9
"F,ED5-8,Y25-64,PC,TRA"	12.6	19.9	16.3
"F,ED5-8,Y25-64,PC,TRA1"	15.8	27.2	21.5
"F,ED5-8,Y25-64,PC,TRA2"	8.8	12	10.5
"F,ED5-8,Y25-64,PC,TRB"	13.5	20.8	17.2
"F,ED5-8,Y25-64,PC,TRB1"	17.2	24.5	20.8
"F,ED5-8,Y25-64,PC,TRB2"	9.5	17.2	13.4
"F,ED5-8,Y25-64,PC,TRC"	9.8	16.7	13.2
"F,ED5-8,Y25-64,PC,TRC1"	11.4	17.6	14.5
"F,ED5-8,Y25-64,PC,TRC2"	9.4	14.8	12
"F,ED5-8,Y25-64,PC,TRC3"	8.3	18.6	13.4
"F,ED5-8,Y25-64,PC,UK"	47	42.4	44.7
"F,ED5-8,Y25-64,PC,UKC"	37.5	30.6	34.1
"F,ED5-8,Y25-64,PC,UKC1"	34.6	28.9	31.8
"F,ED5-8,Y25-64,PC,UKC2"	39.9	31.9	36
"F,ED5-8,Y25-64,PC,UKD"	42.2	38	40.1
"F,ED5-8,Y25-64,PC,UKD1"	41.5	30.9	36.2
"F,ED5-8,Y25-64,PC,UKD3"	42.6	39.8	41.2
"F,ED5-8,Y25-64,PC,UKD4"	38.8	37	37.9
"F,ED5-8,Y25-64,PC,UKD6"	47.9	43	45.5
"F,ED5-8,Y25-64,PC,UKD7"	41.4	34.4	38.1
"F,ED5-8,Y25-64,PC,UKE"	39.6	34.9	37.3
"F,ED5-8,Y25-64,PC,UKE1"	33.5	26.1	29.9
"F,ED5-8,Y25-64,PC,UKE2"	42.6	40.2	41.4
"F,ED5-8,Y25-64,PC,UKE3"	40	36.9	38.5
"F,ED5-8,Y25-64,PC,UKE4"	40.8	35.3	38.1
"F,ED5-8,Y25-64,PC,UKF"	41.4	34.4	38
"F,ED5-8,Y25-64,PC,UKF1"	42.2	34.1	38.2
"F,ED5-8,Y25-64,PC,UKF2"	41.9	36.1	39
"F,ED5-8,Y25-64,PC,UKF3"	37.4	31.1	34.4
"F,ED5-8,Y25-64,PC,UKG"	40.6	35.1	37.9
"F,ED5-8,Y25-64,PC,UKG1"	46.5	37	41.9
"F,ED5-8,Y25-64,PC,UKG2"	44.7	33.7	39.1
"F,ED5-8,Y25-64,PC,UKG3"	35.5	35.1	35.3
"F,ED5-8,Y25-64,PC,UKH"	42.9	38.8	40.9
"F,ED5-8,Y25-64,PC,UKH1"	40.5	37.6	39.1
"F,ED5-8,Y25-64,PC,UKH2"	48.3	46.3	47.3
"F,ED5-8,Y25-64,PC,UKH3"	40.8	32.5	36.7
"F,ED5-8,Y25-64,PC,UKI"	59.2	60	59.6
"F,ED5-8,Y25-64,PC,UKI1"	: 	: 	: 
"F,ED5-8,Y25-64,PC,UKI2"	: 	: 	: 
"F,ED5-8,Y25-64,PC,UKI3"	71.9	73.8	72.8
"F,ED5-8,Y25-64,PC,UKI4"	62	65.5	63.8
"F,ED5-8,Y25-64,PC,UKI5"	48.2	45.2	46.7
"F,ED5-8,Y25-64,PC,UKI6"	57.4	53.3	55.3
"F,ED5-8,Y25-64,PC,UKI7"	59.5	61.9	60.7
"F,ED5-8,Y25-64,PC,UKJ"	51.7	46.6	49.2
"F,ED5-8,Y25-64,PC,UKJ1"	53.9	52.2	53
"F,ED5-8,Y25-64,PC,UKJ2"	55.5	47.2	51.4
"F,ED5-8,Y25-64,PC,UKJ3"	48	45.6	46.8
"F,ED5-8,Y25-64,PC,UKJ4"	47.1	38.7	42.9
"F,ED5-8,Y25-64,PC,UKK"	45.5	41.6	43.6
"F,ED5-8,Y25-64,PC,UKK1"	47	44.3	45.7
"F,ED5-8,Y25-64,PC,UKK2"	42.2	41.2	41.7
"F,ED5-8,Y25-64,PC,UKK3"	46.8	39	42.9
"F,ED5-8,Y25-64,PC,UKK4"	45.1	37	41.2
"F,ED5-8,Y25-64,PC,UKL"	45.7	36.2	41
"F,ED5-8,Y25-64,PC,UKL1"	43.5	32.3	38
"F,ED5-8,Y25-64,PC,UKL2"	49.4	42.5	45.9
"F,ED5-8,Y25-64,PC,UKM"	54.1	46.6	50.4
"F,ED5-8,Y25-64,PC,UKM2"	: 	: 	: 
"F,ED5-8,Y25-64,PC,UKM3"	: 	: 	: 
"F,ED5-8,Y25-64,PC,UKM5"	58.5	52.9	55.8
"F,ED5-8,Y25-64,PC,UKM6"	53.9	40.5	47.6
"F,ED5-8,Y25-64,PC,UKM7"	55.6	50.3	53
"F,ED5-8,Y25-64,PC,UKM8"	52.8	43.3	48.1
"F,ED5-8,Y25-64,PC,UKM9"	50.6	42.6	46.9
"F,ED5-8,Y25-64,PC,UKN"	44.3	36.8	40.6
"F,ED5-8,Y25-64,PC,UKN0"	44.3	36.8	40.6
